cluster_id,ring_id,rank,moi,system_name,body_name,ring_name,x,y,z,dist_to_centroid_ly
K14_C04,981bb21dd35fcf09350ca3b1452fe5ee696c2489,838,0.999298,Blu Aescs XZ-N d7-13,Blu Aescs XZ-N d7-13 ABC 2,Blu Aescs XZ-N d7-13 ABC 2 A Ring,-1580.031250,875.218750,12385.000000,3242.286384
K14_C04,2f431e89b97591224272bcd445abd235f57410eb,847,0.999271,Prua Phoe LE-I b52-1,Prua Phoe LE-I b52-1 4,Prua Phoe LE-I b52-1 4 C Ring,-5433.125000,-986.375000,11579.968750,2514.440894
K14_C04,3afcff6a677836c433bed031d2ae6b884d8c6c78,852,0.999241,Eidaih RD-Y b3-1,Eidaih RD-Y b3-1 3,Eidaih RD-Y b3-1 3 C Ring,-6640.031250,-762.875000,10537.187500,3176.229536
K14_C04,a162b5f4298b76263fcb7d665ead19604370fd9c,876,0.999124,Prua Phio VJ-X d2-232,Prua Phio VJ-X d2-232 7,Prua Phio VJ-X d2-232 7 C Ring,2133.937500,-161.093750,10771.750000,5706.665083
K14_C04,22a1b5bec607fd18c91c7a75ab3108b2ae88d4ad,881,0.999100,Graea Hypa VY-S d3-63,Graea Hypa VY-S d3-63 C 11,Graea Hypa VY-S d3-63 C 11 C Ring,-3429.875000,-1259.187500,13371.468750,3423.954062
K14_C04,908df2398b4d0bea46b182021ca7d154e7f49809,898,0.999006,Nyeajoa DW-M d7-28,Nyeajoa DW-M d7-28 5,Nyeajoa DW-M d7-28 5 B Ring,-4599.437500,-856.750000,7292.218750,3037.484860
K14_C04,b42b6d59da09745cf802a40cd7542c70e6402a8a,902,0.998932,Eidairld CQ-A c28-14,Eidairld CQ-A c28-14 10,Eidairld CQ-A c28-14 10 B Ring,-2509.218750,-955.906250,11664.000000,1988.640088
K14_C04,a2e606dcf5f5b8cc6721d90afffff9e44cfcaffe,903,0.998922,Skauduae IH-L b54-1,Skauduae IH-L b54-1 2,Skauduae IH-L b54-1 2 B Ring,1099.437500,-302.312500,10351.656250,4636.170050
K14_C04,e096af2d3240ef92b8cb6857cbc54d7e002de6f8,909,0.998893,Prai Hypoo VU-N d7-50,Prai Hypoo VU-N d7-50 6,Prai Hypoo VU-N d7-50 6 C Ring,-9552.718750,-456.750000,8578.250000,6210.425023
K14_C04,96a296ed00edd816824a58318f0654853cf70411,916,0.998815,Prooe Hypa GZ-B c2-23,Prooe Hypa GZ-B c2-23 3,Prooe Hypa GZ-B c2-23 3 B Ring,-2450.406250,-141.406250,8006.406250,2345.634782
K14_C04,01f622ff38f05a7aff7654b954f8bb4c55cfddca,924,0.998752,Flyeia Hypa KD-J c25-8,Flyeia Hypa KD-J c25-8 4,Flyeia Hypa KD-J c25-8 4 C Ring,-7571.375000,-297.875000,7731.875000,4676.162720
K14_C04,166e1a0785aae3f45f7bbe827d2e50f8386fa4a5,928,0.998732,Clooku XK-I b41-52,Clooku XK-I b41-52 6,Clooku XK-I b41-52 6 A Ring,-5753.187500,-461.250000,12631.968750,3386.765273
K14_C04,a3feb9660d0c83e4e331b4854ede53a502251621,940,0.998654,Eidaills YN-X c3-26,Eidaills YN-X c3-26 BC 3,Eidaills YN-X c3-26 BC 3 B Ring,1151.781250,-312.687500,10615.406250,4710.930404
K14_C04,b17bfa817b277c973063677e62aa5b129aad10aa,949,0.998529,Skaudai VP-U c4-19,Skaudai VP-U c4-19 13,Skaudai VP-U c4-19 13 B Ring,-6009.343750,-571.562500,9400.250000,2585.476245
K14_C04,d5a9973d4f90417d638b5115a2ce76de7ee96a5f,951,0.998523,Pro Aec AW-F c26-5,Pro Aec AW-F c26-5 8,Pro Aec AW-F c26-5 8 A Ring,1248.187500,677.250000,9047.218750,4987.246422
K14_C04,ad519ed8e6c8a882edb729f0eec1256432e78384,959,0.998472,Graea Hypoea DL-Y g262,Graea Hypoea DL-Y g262 A 3,Graea Hypoea DL-Y g262 A 3 B Ring,-3169.250000,-1603.312500,14190.781250,4321.289781
K14_C04,8689fe857ce837cbfa78bdecff54b7f5fcfde64d,960,0.998471,Bleae Aim KE-L c23-12,Bleae Aim KE-L c23-12 AB 2,Bleae Aim KE-L c23-12 AB 2 B Ring,-3011.312500,689.531250,15313.656250,5351.634814
K14_C04,f5aeeff7e08b7a84093ed2f0a023d8c748765c07,970,0.998373,Graea Hypue PZ-S c6-16,Graea Hypue PZ-S c6-16 AB 2,Graea Hypue PZ-S c6-16 AB 2 B Ring,-643.031250,-168.875000,13323.250000,4341.959691
K14_C04,b732c59f71b278bcfe6afa4d9b7500df367ac871,972,0.998359,Flyiedge EZ-A c3,Flyiedge EZ-A c3 5,Flyiedge EZ-A c3 5 C Ring,-4592.156250,-1103.156250,7922.062500,2534.063398
K14_C04,9f723186e3e0e22d945d7866fede094a1dff1aec,980,0.998286,Prua Phoe SM-S c5-6,Prua Phoe SM-S c5-6 6,Prua Phoe SM-S c5-6 6 A Ring,-5412.500000,-631.656250,10703.875000,2008.934903
K14_C04,ec97f0ebf0896b8aab502981c2ff93c55d3cc202,983,0.998205,Flyiedgou PU-V b17-1,Flyiedgou PU-V b17-1 5,Flyiedgou PU-V b17-1 5 A Ring,-319.312500,-964.750000,8276.468750,3739.942013
K14_C04,927defcbd485ea1e8e0e9f49970c91cc318ba5ce,992,0.998141,Nyeajeau KS-A d1-110,Nyeajeau KS-A d1-110 9,Nyeajeau KS-A d1-110 9 B Ring,-2085.968750,-233.156250,6740.687500,3640.727801
K14_C05,cf299026246b0a5a19b1bb2fcdd89c4d51497bf9,6,0.999996,Eor Audst AA-A h227,Eor Audst AA-A h227 AB 6,Eor Audst AA-A h227 AB 6 A Ring,-5062.031250,2438.187500,20602.843750,4810.097623
K14_C05,b9b51eb0951ae1cee56862c9256617d187b1b7f0,7,0.999996,Eor Audst AA-A h227,Eor Audst AA-A h227 AB 7,Eor Audst AA-A h227 AB 7 B Ring,-5062.031250,2438.187500,20602.843750,4810.097623
K14_C05,2bd202f2013e2709b26d34e842e109890f4c3eeb,11,0.999995,Eor Audst AA-A h227,Eor Audst AA-A h227 AB 1,Eor Audst AA-A h227 AB 1 B Ring,-5062.031250,2438.187500,20602.843750,4810.097623
K14_C05,152531e2fc719b7ba916c90934b6e2f544c9ce90,20,0.999985,Eol Prou TH-C c13-71,Eol Prou TH-C c13-71 8,Eol Prou TH-C c13-71 8 B Ring,-9281.125000,-1079.843750,19990.593750,2240.239333
K14_C05,bbf928ca5e2926177bdea57848ea51397c9ed23d,43,0.999980,Agnainks CH-U e3-3432,Agnainks CH-U e3-3432 2,Agnainks CH-U e3-3432 2 C Ring,-2579.812500,-99.687500,22648.250000,6208.068851
K14_C05,f4d9fe86ff3b8bad2e78ac1bf343dca020b0a2cb,53,0.999978,Skombeou BF-A f362,Skombeou BF-A f362 1,Skombeou BF-A f362 1 C Ring,-8017.656250,1680.593750,28480.312500,6793.936877
K14_C05,325767de7deb2cbaa21ba40f5739070a71ac5bf5,62,0.999976,Juemee AA-A f1280,Juemee AA-A f1280 3,Juemee AA-A f1280 3 B Ring,-10147.906250,-1263.281250,25861.968750,4196.514919
K14_C05,0d8b63368904d2709e43e035f1d8775f82ede138,67,0.999975,Kyloasly BA-A g1177,Kyloasly BA-A g1177 4,Kyloasly BA-A g1177 4 C Ring,-10857.156250,-847.093750,21317.468750,2285.763463
K14_C05,d80ea6317eed6021ebc62a6752ed3085031bb9d9,79,0.999974,Hypoi Prou OM-U d3-20,Hypoi Prou OM-U d3-20 5,Hypoi Prou OM-U d3-20 5 B Ring,-14247.781250,-657.406250,24862.593750,6195.334839
K14_C05,a66ea83b7eb81462b06848a6888cb31a10ea312b,83,0.999973,Eorgh Prou TT-W c16-188,Eorgh Prou TT-W c16-188 8,Eorgh Prou TT-W c16-188 8 C Ring,-10576.593750,-773.312500,20136.125000,2666.510283
K14_C05,d6b2c303fc0622d2ba9d00e420bc291bb6023fea,93,0.999971,Eol Prou HK-Y c1-285,Eol Prou HK-Y c1-285 5,Eol Prou HK-Y c1-285 5 C Ring,-9537.468750,-895.750000,19513.500000,2696.068148
K14_C05,bdecc4757e66ab5fe6566d6b28eaf640f08ea984,96,0.999970,Aunaihn OS-U f2-3441,Aunaihn OS-U f2-3441 2,Aunaihn OS-U f2-3441 2 B Ring,-5718.437500,1271.625000,21932.187500,3418.535172
K14_C05,04b1a1774889f49b70a0c2912b409e6cd0199a5e,100,0.999970,Hypoae Scrua XO-A f13,Hypoae Scrua XO-A f13 2,Hypoae Scrua XO-A f13 2 A Ring,-3924.875000,2315.000000,22033.937500,5490.748979
K14_C05,5eeb0057b2897aa1330196cece3a1eb0aac80763,106,0.999969,Eol Prou FG-Y g668,Eol Prou FG-Y g668 1,Eol Prou FG-Y g668 1 C Ring,-9561.531250,-695.906250,20269.187500,1971.517478
K14_C05,a46dc902667118d539e764d337984e19bc4302cc,109,0.999968,Spoihaae MT-X c15-0,Spoihaae MT-X c15-0 3,Spoihaae MT-X c15-0 3 B Ring,-9716.656250,-2203.000000,20131.093750,2851.469746
K14_C05,f5ea49c623aa798c687d5c5b167f34081ff6c1f6,118,0.999963,Oob Auf FG-Y f33,Oob Auf FG-Y f33 1,Oob Auf FG-Y f33 1 B Ring,-11016.000000,1340.312500,19932.875000,3489.914353
K14_C05,85b2c85fc1fa12c91649f2a0f6f05c80505bd338,120,0.999963,Myumba AA-A g172,Myumba AA-A g172 3,Myumba AA-A g172 3 B Ring,-8560.656250,-2414.156250,22468.093750,2169.338840
K14_C05,f92011f62d32ad4be1ce9428ad40cfe8706bf742,122,0.999963,Eol Prou AJ-J c9-127,Eol Prou AJ-J c9-127 3,Eol Prou AJ-J c9-127 3 B Ring,-9415.875000,-1094.593750,19844.500000,2411.968575
K14_C05,684d720611486973ab0bd2cf094d9c8182c8f303,126,0.999962,Kyloall FG-Y f2512,Kyloall FG-Y f2512 3,Kyloall FG-Y f2512 3 B Ring,-8576.000000,-1005.531250,21303.000000,1023.801715
K14_C05,bcd55371c5c5298d4f619aab48682c29e5413885,132,0.999960,Hypaa Flyou IH-U d3-109,Hypaa Flyou IH-U d3-109 8,Hypaa Flyou IH-U d3-109 8 C Ring,-11055.250000,-729.375000,22356.812500,2365.571180
K14_C05,0c4067c2f28bdd49c599c22361c4b11ef1aebb0f,138,0.999959,Pha Scroi YJ-A f209,Pha Scroi YJ-A f209 1,Pha Scroi YJ-A f209 1 A Ring,-9411.406250,1971.937500,23481.812500,2778.739154
K14_C05,63f505d7df671f936477d6cb9207532ada8403d3,141,0.999959,Dryooe Prou NW-L b8-64,Dryooe Prou NW-L b8-64 1,Dryooe Prou NW-L b8-64 1 A Ring,-9872.781250,-1113.625000,20888.843750,1789.641508
K14_C05,1ad7080ebcf5ae8e9eb500035342847faa61a371,143,0.999958,Aunaihm KX-U e2-688,Aunaihm KX-U e2-688 1,Aunaihm KX-U e2-688 1 C Ring,-9020.531250,1500.750000,21188.937500,2002.236403
K14_C05,e393ec9cb51b8253191f4619c705f598297ac222,151,0.999955,Plimbea DB-O e6-65,Plimbea DB-O e6-65 1,Plimbea DB-O e6-65 1 B Ring,-8066.687500,1698.156250,28363.812500,6683.320870
K14_C05,34edfb5954047bde96c8ab7cf2ba722f509d9cf9,161,0.999954,Eorgh Prou AA-A h97,Eorgh Prou AA-A h97 B 2,Eorgh Prou AA-A h97 B 2 A Ring,-11027.218750,-394.000000,19727.437500,3232.763119
K14_C05,b5d0e95438a51a7306459f727d6a9c674923fa32,178,0.999949,Spoihee DL-Y g56,Spoihee DL-Y g56 B 2,Spoihee DL-Y g56 B 2 A Ring,-6864.625000,-1450.937500,20097.750000,2932.365899
K14_C05,3c3044f7f847b94f75430f3d26574cf25c573e56,180,0.999949,Dryooe Prou GG-Y f1387,Dryooe Prou GG-Y f1387 2,Dryooe Prou GG-Y f1387 2 B Ring,-9612.906250,-1017.906250,21020.250000,1503.628238
K14_C05,65936c6e04ae5753a853223e7851a370993300a8,186,0.999947,Theemae AA-A g218,Theemae AA-A g218 4,Theemae AA-A g218 4 B Ring,-3476.187500,1746.093750,23516.312500,5853.245579
K14_C05,1681171c44ccd5f37c4859af342483b42908c0df,192,0.999945,Aunaihn OS-U f2-2181,Aunaihn OS-U f2-2181 2,Aunaihn OS-U f2-2181 2 C Ring,-5588.312500,1392.562500,21781.625000,3596.918456
K14_C05,45400f3454204c95862ba53bb194e572157e3e47,196,0.999944,Dryi Audst GX-T e3-318,Dryi Audst GX-T e3-318 2,Dryi Audst GX-T e3-318 2 A Ring,-5109.531250,2077.093750,21461.250000,4386.374189
K14_C05,9a99341844878f6b04d1ecbec7926d329f51f2da,197,0.999944,Dumboe HW-W e1-914,Dumboe HW-W e1-914 1,Dumboe HW-W e1-914 1 C Ring,-9719.843750,347.093750,22296.625000,1194.877567
K14_C05,c796be5cce47eec7ef7ffb9ac1691040f600a30d,198,0.999944,Mylaifaa EG-Y g27,Mylaifaa EG-Y g27 A 1,Mylaifaa EG-Y g27 A 1 C Ring,-11277.343750,-916.718750,19074.718750,3930.103738
K14_C05,01620fba6a65cc92eecd298e78affa3a9774d23e,215,0.999940,Juenoe MS-U f2-1919,Juenoe MS-U f2-1919 3,Juenoe MS-U f2-1919 3 B Ring,-8943.687500,-1067.062500,26826.937500,4868.448038
K14_C05,9b1b5c90d8e123e84aef99662a93bc21c605676d,222,0.999938,Spoihaae VU-V d3-1090,Spoihaae VU-V d3-1090 9,Spoihaae VU-V d3-1090 9 C Ring,-9566.906250,-1350.500000,19759.593750,2624.901397
K14_C05,40e81c38ef5c741b2d61e5eff848a844de7190e4,231,0.999935,Dryooe Prou AA-Y c1-15,Dryooe Prou AA-Y c1-15 7,Dryooe Prou AA-Y c1-15 7 C Ring,-9960.218750,-976.343750,20793.125000,1851.470351
K14_C05,a096e38e88ddd506a08e916bfe01b4b5208950c8,233,0.999934,Eord Blou MK-D d13-5581,Eord Blou MK-D d13-5581 B 4,Eord Blou MK-D d13-5581 B 4 A Ring,-7368.000000,-366.781250,28272.781250,6401.651177
K14_C05,2e897ff881da7e51334b3d545b4dcdfe3958cea5,238,0.999933,Dryooe Flyou NS-U f2-150,Dryooe Flyou NS-U f2-150 2,Dryooe Flyou NS-U f2-150 2 A Ring,-9670.843750,-1167.031250,19235.031250,3060.727821
K14_C05,aa9a0f69769960b663edc4df66b1e748632c8194,242,0.999932,Ooscs Fraae SP-E c25-1583,Ooscs Fraae SP-E c25-1583 A 1,Ooscs Fraae SP-E c25-1583 A 1 A Ring,-12208.343750,24.500000,20531.343750,3777.472511
K14_C05,6b5520e28eeef502fd810e0d1c75f032785c2b5d,255,0.999927,Byoomue LM-W f1-1476,Byoomue LM-W f1-1476 A 1,Byoomue LM-W f1-1476 A 1 B Ring,-10393.406250,-1204.312500,25231.906250,3715.542410
K14_C05,c1f8abf410b05f6b6a480654f29829a364f962a1,264,0.999924,Hypuejua CA-X d2-559,Hypuejua CA-X d2-559 14,Hypuejua CA-X d2-559 14 B Ring,-10459.375000,-303.656250,27358.000000,5601.096733
K14_C05,5ff4709cba16e757593e2d354fc0bda4b8e546a4,272,0.999922,Eoch Pruae TY-J c24-374,Eoch Pruae TY-J c24-374 2,Eoch Pruae TY-J c24-374 2 A Ring,-8724.062500,-499.031250,20457.343750,1578.690603
K14_C05,0f766da948b8f5cd7beed4fe0015a281da34e8c8,275,0.999921,Aumainks GW-W f1-118,Aumainks GW-W f1-118 2,Aumainks GW-W f1-118 2 A Ring,-9591.875000,2076.625000,21472.187500,2579.520664
K14_C05,e935a60d63e5481f8d16110a33b509163db70830,279,0.999920,Eol Prou CW-M d7-433,Eol Prou CW-M d7-433 1,Eol Prou CW-M d7-433 1 A Ring,-9823.125000,-855.031250,20087.531250,2280.334700
K14_C05,75b42f849249641d17dcb234bf344b28efd313e6,290,0.999917,Schaea Prou XJ-T c6-0,Schaea Prou XJ-T c6-0 3,Schaea Prou XJ-T c6-0 3 C Ring,-9129.062500,-2656.781250,24840.437500,3692.493750
K14_C05,54e9d08a3ca0801cca64dead3cf50b10de4bab29,294,0.999914,Dryooe Prou NV-Y d1934,Dryooe Prou NV-Y d1934 5,Dryooe Prou NV-Y d1934 5 A Ring,-9065.375000,-1003.218750,20833.125000,1417.249318
K14_C05,a5040c31a7c4b0c6d6537ea89e14273f09f60bf5,300,0.999913,Kyloall CA-A f3425,Kyloall CA-A f3425 1,Kyloall CA-A f3425 1 C Ring,-8298.812500,-1077.750000,20959.593750,1393.866689
K14_C05,fb9008fbdacaed0bc0213d413b918c364c1fd40e,301,0.999913,Mylaifoi EG-Y g422,Mylaifoi EG-Y g422 2,Mylaifoi EG-Y g422 2 B Ring,-12831.281250,-752.343750,19409.093750,4865.154753
K14_C05,46e63b6096c3c1bd3a01e7168688b766c7ad5037,317,0.999908,Spoijio CB-X f1-66,Spoijio CB-X f1-66 2,Spoijio CB-X f1-66 2 B Ring,-5177.625000,-1409.281250,20212.843750,4158.399507
K14_C05,6aa49a08a236e53cc8d2691169d2b36d75f825c9,330,0.999900,Hueme DC-T d4-344,Hueme DC-T d4-344 5,Hueme DC-T d4-344 5 C Ring,-7453.843750,-1713.468750,26224.718750,4619.545223
K14_C05,75eb04dec65c6aa1eca7090de0f62f23e0b9583e,333,0.999899,Dryooe Prou AA-A f1966,Dryooe Prou AA-A f1966 3,Dryooe Prou AA-A f1966 3 B Ring,-10125.406250,-1015.875000,20795.625000,1975.589136
K14_C05,3e0516f1b6a2cff6b05b203edc8d31a5352f4942,357,0.999885,Eol Prou NF-Y c1-204,Eol Prou NF-Y c1-204 ABC 1,Eol Prou NF-Y c1-204 ABC 1 C Ring,-9372.156250,-922.218750,19502.937500,2668.737273
K14_C05,172c11684631f93d37d5212515aa1a7747468a2a,366,0.999882,Hypiae Ausms LG-Y e1688,Hypiae Ausms LG-Y e1688 A 1,Hypiae Ausms LG-Y e1688 A 1 B Ring,-7750.937500,1310.906250,24759.375000,3329.466219
K14_C05,4859ce0865f9f93144c5d00aa26396bca795e9e5,368,0.999882,Eol Prou QE-Q e5-3682,Eol Prou QE-Q e5-3682 4,Eol Prou QE-Q e5-3682 4 B Ring,-10203.781250,-631.218750,20463.218750,2155.862351
K14_C05,634f639a17144923d9a81e1404e8575da91ab5af,405,0.999867,Theemae AA-A g170,Theemae AA-A g170 1,Theemae AA-A g170 1 B Ring,-3747.906250,1859.062500,23833.281250,5743.577502
K14_C05,b470d62fa567076cd2f31b9ccf6e6ee64357c380,410,0.999864,Phroea Flyuae IM-W f1-1483,Phroea Flyuae IM-W f1-1483 2,Phroea Flyuae IM-W f1-1483 2 A Ring,-7683.625000,-1013.875000,23927.687500,2298.080283
K14_C05,44eb55b46f1511958698de9716d028d91fea19ef,421,0.999857,Brambue GH-V f2-169,Brambue GH-V f2-169 1,Brambue GH-V f2-169 1 A Ring,-11299.781250,-1348.375000,19397.468750,3805.192202
K14_C05,c284ed0f007e95d76e99707bad29fd683caf0c66,455,0.999841,Drumbaae AA-A h332,Drumbaae AA-A h332 B 3,Drumbaae AA-A h332 B 3 A Ring,-8947.656250,1761.625000,22698.625000,2177.873758
K14_C05,899f8d00321a36599ada4fc33795f89b655cf01a,456,0.999841,Eol Prou HC-K d9-256,Eol Prou HC-K d9-256 AB 3,Eol Prou HC-K d9-256 AB 3 B Ring,-9390.718750,-534.031250,20242.187500,1906.106338
K14_C05,5b33f8bebb1f88de4af0a91082b3b63188891284,463,0.999838,Eor Ausms EG-Y g445,Eor Ausms EG-Y g445 B 2,Eor Ausms EG-Y g445 B 2 B Ring,-7529.375000,1451.375000,20098.625000,2875.306127
K14_C05,9f6a4e4c3bb6867434eb0c05c4b6d0331390dbec,470,0.999835,Aunaihm LM-W f1-976,Aunaihm LM-W f1-976 A 2,Aunaihm LM-W f1-976 A 2 C Ring,-7936.218750,1416.031250,21535.968750,1961.700667
K14_C05,fab2ce1d35b52de9cccc2fe12e5ff5af51c7099f,485,0.999830,Eol Prou NS-U f2-2044,Eol Prou NS-U f2-2044 2,Eol Prou NS-U f2-2044 2 B Ring,-9811.187500,-1118.343750,20502.281250,2025.526234
K14_C05,8962157fa3009d447f7de582f789f63760fd1503,515,0.999819,Eoch Pruae WL-A c28-196,Eoch Pruae WL-A c28-196 3,Eoch Pruae WL-A c28-196 3 C Ring,-8206.000000,-1020.218750,20625.218750,1665.122266
K14_C05,b6df006c14c433f559cfc0612191a650fd1fbfaf,519,0.999816,Dryooe Flyou ZG-Z c28-119,Dryooe Flyou ZG-Z c28-119 4,Dryooe Flyou ZG-Z c28-119 4 C Ring,-9287.593750,-881.812500,19389.437500,2749.708908
K14_C05,21a4918fbd5a493fa0810216f141cdf1013a6e65,524,0.999814,Eorgh Prou FC-U d3-401,Eorgh Prou FC-U d3-401 A 9,Eorgh Prou FC-U d3-401 A 9 B Ring,-11477.562500,-762.093750,19738.906250,3585.282517
K14_C05,db0b65febfe4f63f7ed198c6ea084953e72d201f,528,0.999813,Scheau Pri EO-L c23-415,Scheau Pri EO-L c23-415 3,Scheau Pri EO-L c23-415 3 C Ring,-5663.812500,-532.968750,25552.468750,4696.200392
K14_C05,916a82962a104338250a352184310d413b565243,534,0.999811,Eorgh Prou HL-O d6-418,Eorgh Prou HL-O d6-418 A 7,Eorgh Prou HL-O d6-418 A 7 A Ring,-10517.343750,-920.656250,19981.187500,2769.066017
K14_C05,1dc8e46d2bcadaf90aee8dab3a48d46de8e3c7e0,540,0.999809,Eoch Pruae GX-B d13-2412,Eoch Pruae GX-B d13-2412 5,Eoch Pruae GX-B d13-2412 5 B Ring,-8384.125000,-1006.125000,20546.156250,1678.286018
K14_C05,5739de82ac2df9e30d439cc0f743081967651a27,546,0.999804,Dryu Scroi SS-O b47-7,Dryu Scroi SS-O b47-7 5,Dryu Scroi SS-O b47-7 5 C Ring,-10489.531250,1318.781250,19161.875000,3717.717122
K14_C05,c99eaf742835252443aa1b71209aa583b478e0f5,548,0.999803,Eol Prou PX-U e2-2061,Eol Prou PX-U e2-2061 4,Eol Prou PX-U e2-2061 4 B Ring,-9430.000000,-1004.718750,19967.281250,2276.355288
K14_C05,99e714f3f2d6c695f789660ac5069f577c283e68,559,0.999795,Hypua Flyoae XO-Q d5-957,Hypua Flyoae XO-Q d5-957 AB 6,Hypua Flyoae XO-Q d5-957 AB 6 A Ring,-11955.093750,-817.343750,22469.031250,3274.085838
K14_C05,65828face2353767bf02ff91efbadf5d795a0bc5,577,0.999788,Juenoe AA-A h520,Juenoe AA-A h520 A 3,Juenoe AA-A h520 A 3 A Ring,-8105.187500,-90.062500,26071.718750,4105.460016
K14_C05,b5f55c987ca3662d55d97bfb6fe71102570a2156,581,0.999787,Kyloasly HX-T d3-249,Kyloasly HX-T d3-249 10,Kyloasly HX-T d3-249 10 B Ring,-11445.406250,-864.531250,21032.875000,2923.735431
K14_C05,771fe49c343d4769b027afc53a64578b13a80b41,598,0.999777,Eor Free SJ-N c8-255,Eor Free SJ-N c8-255 3,Eor Free SJ-N c8-255 3 A Ring,-7104.375000,693.687500,19814.031250,2930.042351
K14_C05,ce185421df825347537bec670a5efc4e33f54a1b,599,0.999774,Agnaiz JM-W f1-3609,Agnaiz JM-W f1-3609 2,Agnaiz JM-W f1-3609 2 A Ring,-8680.000000,-1014.031250,22796.312500,1055.202591
K14_C05,4ed9420b2b1b2f24975a34921561c648f99678e4,617,0.999760,Eol Prou FL-P e5-217,Eol Prou FL-P e5-217 3,Eol Prou FL-P e5-217 3 B Ring,-9135.843750,-1235.656250,20415.937500,1898.845164
K14_C05,28dbe8288760b45d1c29596e04f005f92590d755,622,0.999754,Dryooe Prou AA-A f47,Dryooe Prou AA-A f47 2,Dryooe Prou AA-A f47 2 B Ring,-10075.250000,-1177.468750,20922.593750,1931.268245
K14_C05,be84981e1b565c52f267890f53bc273402907a8d,637,0.999735,Eoch Pruae KX-U e2-696,Eoch Pruae KX-U e2-696 A 2,Eoch Pruae KX-U e2-696 A 2 B Ring,-8928.656250,-1061.406250,19906.031250,2256.800574
K14_C05,47d6656d34a947dd80397e805b4d175cdd79ec41,694,0.999650,Wepooe WJ-R e4-5979,Wepooe WJ-R e4-5979 1,Wepooe WJ-R e4-5979 1 B Ring,-4540.718750,-1053.031250,24153.562500,4780.204112
K14_C05,aeb26a2f65c5244558f0ddddc87bf0de1d49de86,699,0.999643,Kyloaln AA-A h56,Kyloaln AA-A h56 3,Kyloaln AA-A h56 3 C Ring,-6055.906250,-874.656250,20873.062500,2987.983137
K14_C05,95ff9ecc579525e898a2e1c90d8c66b048d1689f,713,0.999618,Juemee QZ-V c3-286,Juemee QZ-V c3-286 5,Juemee QZ-V c3-286 5 B Ring,-10032.218750,-645.750000,25989.406250,4181.781699
K14_C05,943b01649cdbc381f2e57d1347349c7d70c38113,739,0.999567,Screakai TP-N d7-56,Screakai TP-N d7-56 8,Screakai TP-N d7-56 8 C Ring,-11120.750000,699.343750,21379.312500,2649.220039
K14_C05,1c0707e0d63dd1bcb4ea4b31d4ed275a5c318f49,752,0.999540,Eoch Pruae CG-O d6-2644,Eoch Pruae CG-O d6-2644 AB 2,Eoch Pruae CG-O d6-2644 AB 2 C Ring,-8512.375000,-1008.406250,20013.187500,2144.783564
K14_C05,ec23a0231670888f67f9f104fa252c2a06ce516e,756,0.999526,Eol Prou AL-M c8-42,Eol Prou AL-M c8-42 5,Eol Prou AL-M c8-42 5 B Ring,-9738.375000,-809.062500,19783.625000,2499.126336
K14_C05,6ed9ee88a38ea97d52324aadce3f04b0f47b49b3,777,0.999470,Eol Prou UE-F c12-81,Eol Prou UE-F c12-81 ABC 1,Eol Prou UE-F c12-81 ABC 1 B Ring,-9656.375000,-841.281250,19952.406250,2323.175779
K14_C05,46162c90abc71c64337383489ef73fa300dd6c65,779,0.999465,Schienau MX-Q c6-23,Schienau MX-Q c6-23 A 2,Schienau MX-Q c6-23 A 2 A Ring,-8295.656250,-1895.875000,20996.156250,1952.370857
K14_C05,954a6f9ae5458e757cbb4b85fafed351f59fc195,790,0.999443,Screaki MV-X c14-1902,Screaki MV-X c14-1902 7,Screaki MV-X c14-1902 7 A Ring,-2825.156250,14.718750,21352.312500,5974.046275
K14_C05,3f80902844f1b70901afa36e456683f1e42e0426,815,0.999372,Eol Prou AS-I c10-229,Eol Prou AS-I c10-229 A 6,Eol Prou AS-I c10-229 A 6 A Ring,-10110.468750,-852.187500,19868.500000,2605.794633
K14_C05,a683ec5c3f9c8254b0f41fd31d37737343879ca5,837,0.999299,Hypua Flyoae FM-B b43-7,Hypua Flyoae FM-B b43-7 6,Hypua Flyoae FM-B b43-7 6 A Ring,-12362.625000,-822.031250,22896.218750,3750.184842
K14_C05,fe688ca19afe4f04b6d5e3bb94bfb556465c0229,840,0.999291,Drumbaae AA-A h523,Drumbaae AA-A h523 B 2,Drumbaae AA-A h523 B 2 B Ring,-8157.812500,2298.406250,22715.000000,2753.742439
K14_C05,1d017a2dcd56ab73b4b232aaf41ddc0209152111,848,0.999267,Eoch Blou KM-W f1-1821,Eoch Blou KM-W f1-1821 2,Eoch Blou KM-W f1-1821 2 A Ring,-8101.218750,-1019.312500,27739.968750,5798.712854
K14_C05,c8d37fcdfd381bec9aafae350dafa5694e1e22ea,856,0.999223,Dryooe Flyou KZ-C c27-211,Dryooe Flyou KZ-C c27-211 6,Dryooe Flyou KZ-C c27-211 6 C Ring,-9483.218750,-864.062500,19307.812500,2867.848529
K14_C05,e26427f7afe1692347692eaf5078545917aab810,863,0.999197,Myumbai CL-Y g38,Myumbai CL-Y g38 3,Myumbai CL-Y g38 3 C Ring,-6437.781250,-1886.750000,22931.125000,2950.236814
