cluster_id,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,rank
D5000_C001,69a9c24b0395b801acde542a9f1505a82bf7e9ba,0.999929,Scheau Bli HG-Y f1177,Scheau Bli HG-Y f1177 1,Scheau Bli HG-Y f1177 1 A Ring,2258.125000,-990.218750,32824.062500,251
D5000_C001,bd97e69b0ef191b1987c14261e78a129f7063f73,0.999928,Pro Eurl AX-O b47-0,Pro Eurl AX-O b47-0 ABC 4,Pro Eurl AX-O b47-0 ABC 4 B Ring,1977.875000,55.906250,1237.937500,252
D5000_C001,dd7f52434fd4eb66f0d65988af954aab8b5555a2,0.999928,Swoilz MC-L c24-8,Swoilz MC-L c24-8 4,Swoilz MC-L c24-8 4 A Ring,426.468750,-254.875000,1274.000000,253
D5000_C001,575f5d57294a862abc161ea8c22d8c7f96f80c34,0.999927,Hypao Fleau TE-A c29-5,Hypao Fleau TE-A c29-5 8,Hypao Fleau TE-A c29-5 8 C Ring,-25533.343750,584.187500,23235.656250,254
D5000_C001,6b5520e28eeef502fd810e0d1c75f032785c2b5d,0.999927,Byoomue LM-W f1-1476,Byoomue LM-W f1-1476 A 1,Byoomue LM-W f1-1476 A 1 B Ring,-10393.406250,-1204.312500,25231.906250,255
D5000_C001,63f48edd70f9cedb725c005b90efba2244136c30,0.999926,Wregoe DF-W c16-4,Wregoe DF-W c16-4 3,Wregoe DF-W c16-4 3 C Ring,1124.531250,410.062500,-344.531250,256
D5000_C001,40e5a17e7a98e2e49e1077b9e87d478213ad5f4e,0.999926,Flyua Byoea LK-C d14-164,Flyua Byoea LK-C d14-164 12,Flyua Byoea LK-C d14-164 12 C Ring,4398.750000,-71.156250,51400.875000,257
D5000_C001,769276b9ab0658f9f06ef8e8de2b407c8a0818ca,0.999926,Phleedgaa AA-A h149,Phleedgaa AA-A h149 1,Phleedgaa AA-A h149 1 C Ring,-6328.281250,-357.406250,34719.593750,258
D5000_C001,993fc053cd8cf58889938e213e29f019afcacd0c,0.999926,Lyaisaa WO-Z e409,Lyaisaa WO-Z e409 A 1,Lyaisaa WO-Z e409 A 1 B Ring,-1511.312500,1143.750000,31145.406250,259
D5000_C001,f3eaad06062ff152a6db05b78ae4adf36344a130,0.999925,Blua Hypue TP-M c8-22,Blua Hypue TP-M c8-22 A 2,Blua Hypue TP-M c8-22 A 2 C Ring,-4823.812500,-745.593750,12120.625000,260
D5000_C001,b898da82150200986b10a4af725fb0967bbb9fdc,0.999925,Dryoea Flyi SX-J c25-2102,Dryoea Flyi SX-J c25-2102 A 2,Dryoea Flyi SX-J c25-2102 A 2 A Ring,-4373.718750,-107.750000,19224.218750,261
D5000_C001,c9c035e41dad9ffce05678444c91c7a47a21f0cf,0.999924,Drojai TA-U d4-79,Drojai TA-U d4-79 AB 5,Drojai TA-U d4-79 AB 5 A Ring,-15147.937500,-96.562500,3189.093750,262
D5000_C001,0ac7e5f02c431b4699e9a59452b2974088ec7ea8,0.999924,Pru Eurk SA-H c10-9,Pru Eurk SA-H c10-9 5,Pru Eurk SA-H c10-9 5 C Ring,-2678.718750,91.312500,669.187500,263
D5000_C001,c1f8abf410b05f6b6a480654f29829a364f962a1,0.999924,Hypuejua CA-X d2-559,Hypuejua CA-X d2-559 14,Hypuejua CA-X d2-559 14 B Ring,-10459.375000,-303.656250,27358.000000,264
D5000_C001,1501e51308946fa5291209e9fe23f97c3493e5ed,0.999924,Dryoea Prue CB-X f1-2403,Dryoea Prue CB-X f1-2403 3,Dryoea Prue CB-X f1-2403 3 C Ring,2803.093750,-1434.687500,21379.406250,265
D5000_C001,07d0ec450d8edb27cc28a0fe4e07c02d2ddc9522,0.999924,Graea Hypa ZQ-A c15-44,Graea Hypa ZQ-A c15-44 B 2,Graea Hypa ZQ-A c15-44 B 2 C Ring,-3191.312500,-680.093750,13684.218750,266
D5000_C001,0d47daa9714ccaa16f36534114f2e000067677c3,0.999923,Eok Blou AA-A g340,Eok Blou AA-A g340 C 1,Eok Blou AA-A g340 C 1 A Ring,-2053.656250,-1301.906250,27527.375000,267
D5000_C001,64fe1c271d22497ed1994c75ba18ff6b7f7969c9,0.999923,Pyraleau XF-H c13-24,Pyraleau XF-H c13-24 4,Pyraleau XF-H c13-24 4 A Ring,-2737.000000,-60.625000,5896.875000,268
D5000_C001,b69025ffd8719e93b991b6f609b2a56b81316a55,0.999923,Blua Eaec NT-F c12-52,Blua Eaec NT-F c12-52 9,Blua Eaec NT-F c12-52 9 B Ring,-7139.781250,-705.062500,14816.593750,269
D5000_C001,35601a6e698f9d2f6737567e513d0dc87fb1bb94,0.999923,Phua Aub BW-C c13-6746,Phua Aub BW-C c13-6746 ABC 4,Phua Aub BW-C c13-6746 ABC 4 C Ring,-812.218750,298.437500,26377.406250,270
D5000_C001,3247e3df990042ad973d468450c4bdbe28e66ddb,0.999922,Prieluia MV-I c24-16,Prieluia MV-I c24-16 7,Prieluia MV-I c24-16 7 C Ring,523.906250,547.531250,8963.937500,271
D5000_C001,5ff4709cba16e757593e2d354fc0bda4b8e546a4,0.999922,Eoch Pruae TY-J c24-374,Eoch Pruae TY-J c24-374 2,Eoch Pruae TY-J c24-374 2 A Ring,-8724.062500,-499.031250,20457.343750,272
D5000_C001,22ad1eb3287fe50c548d5d97b6d78eabe88ce609,0.999921,Pyramoe HR-Y c3-9,Pyramoe HR-Y c3-9 4,Pyramoe HR-Y c3-9 4 B Ring,-310.593750,-88.656250,5505.468750,273
D5000_C001,d5ca1bf0e341ab8cdb6ff1a408d9ac0f8f621d09,0.999921,Eimbaisys AA-A h215,Eimbaisys AA-A h215 A 4,Eimbaisys AA-A h215 A 4 C Ring,-5166.031250,1529.125000,30169.656250,274
D5000_C001,0f766da948b8f5cd7beed4fe0015a281da34e8c8,0.999921,Aumainks GW-W f1-118,Aumainks GW-W f1-118 2,Aumainks GW-W f1-118 2 A Ring,-9591.875000,2076.625000,21472.187500,275
D5000_C001,3488e31f47358bd57134b415775437137530bbf5,0.999920,Droju MS-D b2-0,Droju MS-D b2-0 4,Droju MS-D b2-0 4 B Ring,-784.125000,-543.437500,2817.687500,276
D5000_C001,919ac1956fe236cde7253bdc2ade0797a788b47e,0.999920,Brambe WJ-A f517,Brambe WJ-A f517 1,Brambe WJ-A f517 1 B Ring,-8993.718750,-1724.437500,18279.406250,277
D5000_C001,e935a60d63e5481f8d16110a33b509163db70830,0.999920,Eol Prou CW-M d7-433,Eol Prou CW-M d7-433 1,Eol Prou CW-M d7-433 1 A Ring,-9823.125000,-855.031250,20087.531250,279
D5000_C001,2247b7bd364bd7af7593c39823dd2d594b181081,0.999919,Traikaae QI-B d13-35,Traikaae QI-B d13-35 8,Traikaae QI-B d13-35 8 C Ring,-366.906250,-5.875000,5252.843750,280
D5000_C001,6af961acf58b244d6149e57d41d35ca2baf35594,0.999919,Hypheerld RB-I b41-2,Hypheerld RB-I b41-2 3,Hypheerld RB-I b41-2 3 A Ring,-2881.875000,-487.875000,-4017.500000,281
D5000_C001,52cd6b62cc17c1e061d94c07159c0900b5069825,0.999919,Phua Aub JW-N d6-5234,Phua Aub JW-N d6-5234 6,Phua Aub JW-N d6-5234 6 A Ring,-584.812500,58.406250,26447.375000,282
D5000_C001,c52c2ed036d2488e61bd120f6a57df151a803a79,0.999919,Hypoe Pruae AX-B c29-3226,Hypoe Pruae AX-B c29-3226 A 1,Hypoe Pruae AX-B c29-3226 A 1 A Ring,-3809.781250,-339.218750,25778.250000,283
D5000_C001,d9fb05c98c73d083e06176b553ab701759bb46f1,0.999918,Eachaitts JH-V f2-2551,Eachaitts JH-V f2-2551 2,Eachaitts JH-V f2-2551 2 B Ring,2247.812500,-1400.906250,24389.000000,284
D5000_C001,f4d5a875fdc3b3bc099cbf64fb0a44cf742b53e8,0.999918,Hypio Bloo VD-B e1432,Hypio Bloo VD-B e1432 1,Hypio Bloo VD-B e1432 1 B Ring,1056.937500,-1622.656250,32316.500000,285
D5000_C001,ad98bb62194f3a2a0d2f7b91d8e7dc1d8a564bfc,0.999918,Greae Hypa VB-O c6-18,Greae Hypa VB-O c6-18 5,Greae Hypa VB-O c6-18 5 C Ring,-8078.312500,-1210.937500,13299.656250,286
D5000_C001,8c30ec6364f297ec7caeebb12fac97d637948d86,0.999918,Scheau Byoe SU-U b49-25,Scheau Byoe SU-U b49-25 2,Scheau Byoe SU-U b49-25 2 C Ring,-6085.656250,-205.781250,35837.031250,287
D5000_C001,d510056300e7c49ff939986f7e956a758c6dc798,0.999917,Blo Eurl LQ-C c26-25,Blo Eurl LQ-C c26-25 8,Blo Eurl LQ-C c26-25 8 C Ring,2634.468750,2.625000,5187.187500,288
D5000_C001,a4be8c0f73df9eccca548369293b29425981f733,0.999917,Eord Blao VE-R e4-3308,Eord Blao VE-R e4-3308 A 1,Eord Blao VE-R e4-3308 A 1 C Ring,5219.781250,-1244.312500,27993.093750,289
D5000_C001,75b42f849249641d17dcb234bf344b28efd313e6,0.999917,Schaea Prou XJ-T c6-0,Schaea Prou XJ-T c6-0 3,Schaea Prou XJ-T c6-0 3 C Ring,-9129.062500,-2656.781250,24840.437500,290
D5000_C001,89e355af357eb9e6185630b1ae6e56a534c21a0c,0.999916,Ciesuae BA-A g2,Ciesuae BA-A g2 2,Ciesuae BA-A g2 2 C Ring,-6944.250000,1870.718750,35347.406250,292
D5000_C001,54e9d08a3ca0801cca64dead3cf50b10de4bab29,0.999914,Dryooe Prou NV-Y d1934,Dryooe Prou NV-Y d1934 5,Dryooe Prou NV-Y d1934 5 A Ring,-9065.375000,-1003.218750,20833.125000,294
D5000_C001,ea365baf88ae8feb21f986b5413c18887e539c6d,0.999914,Croomae AA-A g63,Croomae AA-A g63 A 1,Croomae AA-A g63 A 1 C Ring,3012.281250,1711.062500,24859.125000,295
D5000_C001,06ed9499b51ca6821d8bc56199368a24b16855f6,0.999914,Dryi Braea AA-A g247,Dryi Braea AA-A g247 A 3,Dryi Braea AA-A g247 A 3 B Ring,5439.000000,1732.187500,31332.531250,296
D5000_C001,fa839bf2601ab121d2b5596aa084553b2a841ec1,0.999914,Thuechea GF-I c12-8,Thuechea GF-I c12-8 9,Thuechea GF-I c12-8 9 C Ring,6667.312500,-224.125000,53232.062500,297
D5000_C001,a9d8859a60ba681f4b9f8e26a29162e3bfe2ba88,0.999914,Lasou AB-W e2-1508,Lasou AB-W e2-1508 2,Lasou AB-W e2-1508 2 C Ring,1632.750000,1186.218750,32827.437500,298
D5000_C001,241b1472b1d808e24a8c989c932640b06007a16b,0.999913,Granou DL-Y f245,Granou DL-Y f245 2,Granou DL-Y f245 2 B Ring,-4725.406250,-2067.343750,18646.843750,299
D5000_C001,a5040c31a7c4b0c6d6537ea89e14273f09f60bf5,0.999913,Kyloall CA-A f3425,Kyloall CA-A f3425 1,Kyloall CA-A f3425 1 C Ring,-8298.812500,-1077.750000,20959.593750,300
D5000_C001,fb9008fbdacaed0bc0213d413b918c364c1fd40e,0.999913,Mylaifoi EG-Y g422,Mylaifoi EG-Y g422 2,Mylaifoi EG-Y g422 2 B Ring,-12831.281250,-752.343750,19409.093750,301
D5000_C001,ba65e6dfaa0cdd4bae1caab9473cbbb08d23e6b2,0.999912,Blae Phoe SV-G c13-376,Blae Phoe SV-G c13-376 9,Blae Phoe SV-G c13-376 9 C Ring,756.656250,-106.125000,14873.062500,302
D5000_C001,45f9afb815dd4efcb19e692eb32f9ce2174de4ab,0.999912,Eulairgh PS-U f2-395,Eulairgh PS-U f2-395 3,Eulairgh PS-U f2-395 3 C Ring,-9163.750000,1290.718750,17893.093750,303
D5000_C001,44b3870a094d6da305cbd33f11fb21dd5491e26d,0.999912,Egnaiwn ZU-Y f56,Egnaiwn ZU-Y f56 1,Egnaiwn ZU-Y f56 1 A Ring,-989.062500,2446.187500,22552.875000,304
D5000_C001,5aae1e8398e6e13d4158cf5d9188fd2ed3b2a3ad,0.999911,Pru Euq CR-D b12-6,Pru Euq CR-D b12-6 A 4,Pru Euq CR-D b12-6 A 4 A Ring,-1177.718750,43.843750,483.343750,305
D5000_C001,652ab9e6d4d7eac029c9622dbb5bbb3eddd0942b,0.999911,Eord Flyue JH-V f2-521,Eord Flyue JH-V f2-521 3,Eord Flyue JH-V f2-521 3 B Ring,3695.187500,-1414.562500,17868.750000,306
D5000_C001,7131a3305ac5f0533cb5ab48b14cac9eb234e3a7,0.999911,Blua Hypue JM-W f1-32,Blua Hypue JM-W f1-32 1,Blua Hypue JM-W f1-32 1 B Ring,-4671.343750,-1031.062500,12513.250000,307
D5000_C001,2c113658127df29e9c0a1436819ff767d2ed9318,0.999911,Eephaints OI-X c16-6,Eephaints OI-X c16-6 A 5,Eephaints OI-X c16-6 A 5 C Ring,-16911.312500,-657.937500,17601.156250,308
D5000_C001,c1ec85fce51d19aa17e5d5545b44055934a80c83,0.999910,Phylur UR-W d1-33,Phylur UR-W d1-33 5,Phylur UR-W d1-33 5 B Ring,-1488.375000,64.875000,1698.562500,309
D5000_C001,e83b91954bb14362dfcf4321ffeec3f40d418238,0.999910,Throepps FW-W f1-239,Throepps FW-W f1-239 2,Throepps FW-W f1-239 2 B Ring,-706.343750,1919.125000,20207.312500,310
D5000_C001,1136ba55283e2ed26233e98084c3fb62367c9d1b,0.999910,Prua Eaec GO-A c1-1,Prua Eaec GO-A c1-1 7,Prua Eaec GO-A c1-1 7 B Ring,-7972.437500,-800.968750,10512.062500,311
D5000_C001,897d9c72669dcf49a754ef8141248f0cfd8703fb,0.999910,Dryio Bli CA-A f768,Dryio Bli CA-A f768 3,Dryio Bli CA-A f768 3 B Ring,2104.468750,-1081.718750,28632.343750,312
D5000_C001,1a7163a235f805934070674e5274325c0b943d48,0.999909,Scheau Ploe OS-U f2-4305,Scheau Ploe OS-U f2-4305 1,Scheau Ploe OS-U f2-4305 1 B Ring,4491.625000,-1090.625000,23018.125000,313
D5000_C001,69e64348a4c906e3bc42a77ce9a3a40e4b3ae2ce,0.999909,Synuefe RQ-G c26-6,Synuefe RQ-G c26-6 AB 3,Synuefe RQ-G c26-6 AB 3 B Ring,960.781250,-429.468750,77.281250,314
D5000_C001,f6ba4e46ad57f2179244e3e355d6e893819b62d8,0.999908,Smojue VA-W b29-0,Smojue VA-W b29-0 5,Smojue VA-W b29-0 5 C Ring,-283.500000,18.093750,3418.500000,315
D5000_C001,63309a4d9b7067c0d8c1bc6670dcc7ef1c4160ee,0.999908,Col 132 Sector RP-V c16-1,Col 132 Sector RP-V c16-1 5,Col 132 Sector RP-V c16-1 5 B Ring,1370.656250,-352.906250,-404.625000,316
D5000_C001,46e63b6096c3c1bd3a01e7168688b766c7ad5037,0.999908,Spoijio CB-X f1-66,Spoijio CB-X f1-66 2,Spoijio CB-X f1-66 2 B Ring,-5177.625000,-1409.281250,20212.843750,317
D5000_C001,6dfe0cc81daa99511e0302fdd12e1571d3cd4b85,0.999907,Dryao Phylio AA-A h662,Dryao Phylio AA-A h662 BC 2,Dryao Phylio AA-A h662 BC 2 B Ring,-3832.218750,1843.562500,28753.437500,318
D5000_C001,e6bac6830ab6a8be029c2c118848337026b4022a,0.999907,Ogainks JM-V e2-6288,Ogainks JM-V e2-6288 3,Ogainks JM-V e2-6288 3 A Ring,2015.000000,652.500000,19922.656250,319
D5000_C001,3b82fbbb4ec33fa3ac282dc014b26806df34287d,0.999907,Aucoks AV-V d3-11,Aucoks AV-V d3-11 5,Aucoks AV-V d3-11 5 B Ring,1057.187500,-33.468750,1847.625000,320
D5000_C001,6f711f96ecfe060c233fa5c40dd38a3eeefc4a07,0.999906,Dryio Flyi DF-A e1592,Dryio Flyi DF-A e1592 4,Dryio Flyi DF-A e1592 4 B Ring,-5510.937500,-997.687500,18288.937500,321
D5000_C001,904093e8003b82fdb871c04e20357da34f43869e,0.999905,Droju CQ-W c18-6,Droju CQ-W c18-6 6,Droju CQ-W c18-6 6 B Ring,-923.187500,-44.437500,3591.781250,322
D5000_C001,f19aab50d41c0b33dd1553e4ddc71a62003864fe,0.999904,Plaa Free SQ-K d9-15,Plaa Free SQ-K d9-15 6,Plaa Free SQ-K d9-15 6 C Ring,-2447.843750,947.593750,40720.812500,323
D5000_C001,85a4542560bd072a4e4f6c5709c244c86b6ee038,0.999903,Oephaidst NN-S e4-1086,Oephaidst NN-S e4-1086 2,Oephaidst NN-S e4-1086 2 C Ring,-7758.937500,1130.093750,17808.343750,324
D5000_C001,35383f0581132509dcafa4ed49f8015b2f4598b6,0.999903,Floasly KU-D d13-36,Floasly KU-D d13-36 B 12,Floasly KU-D d13-36 B 12 B Ring,-17429.812500,-219.875000,15423.281250,325
D5000_C001,10d31ba0ed61347f39d95c4e52d7f21ac8b990b5,0.999901,Flyiedgiae BS-W c4-9,Flyiedgiae BS-W c4-9 ABC 1,Flyiedgiae BS-W c4-9 ABC 1 B Ring,-3370.781250,-141.531250,8099.687500,326
D5000_C001,3b677ecc4e7527f6459d9efe84f017b377af781e,0.999901,Phleedgae JB-T b21-8,Phleedgae JB-T b21-8 5,Phleedgae JB-T b21-8 5 A Ring,-2157.093750,-487.031250,33957.031250,327
D5000_C001,0208e90b62a23d13081af457fec9e0e42b5cd7e7,0.999901,Col 359 Sector OJ-W c16-2,Col 359 Sector OJ-W c16-2 6,Col 359 Sector OJ-W c16-2 6 C Ring,-319.625000,45.687500,835.093750,328
D5000_C001,1445307475f7c99b2f728c52a49fbf42fa7c3ed7,0.999900,Phroi Phio TB-X c17-0,Phroi Phio TB-X c17-0 6,Phroi Phio TB-X c17-0 6 A Ring,7032.531250,-311.750000,-4125.562500,329
D5000_C001,6aa49a08a236e53cc8d2691169d2b36d75f825c9,0.999900,Hueme DC-T d4-344,Hueme DC-T d4-344 5,Hueme DC-T d4-344 5 C Ring,-7453.843750,-1713.468750,26224.718750,330
D5000_C001,4379e12d587902355a7823b075cd5e7bd115397d,0.999899,Phrio Prue MI-B e1612,Phrio Prue MI-B e1612 2,Phrio Prue MI-B e1612 2 B Ring,1215.218750,-1332.156250,25888.000000,331
D5000_C001,366609444cf985a5784db5342896fa93b9c2b2fe,0.999899,Swoiwns ZI-T d3-1,Swoiwns ZI-T d3-1 A 6,Swoiwns ZI-T d3-1 A 6 A Ring,-230.656250,-1073.156250,571.343750,332
D5000_C001,75eb04dec65c6aa1eca7090de0f62f23e0b9583e,0.999899,Dryooe Prou AA-A f1966,Dryooe Prou AA-A f1966 3,Dryooe Prou AA-A f1966 3 B Ring,-10125.406250,-1015.875000,20795.625000,333
D5000_C001,d231f2617f985af3f738625033210bf05becd7f5,0.999899,Boeph AM-L d8-272,Boeph AM-L d8-272 AB 3,Boeph AM-L d8-272 AB 3 C Ring,-8687.343750,-739.218750,16320.281250,334
D5000_C001,4d6822c4587ca73ba59e6c42a79684dca0207dc4,0.999898,Skaude JX-H b27-1,Skaude JX-H b27-1 7,Skaude JX-H b27-1 7 C Ring,-4804.500000,-557.125000,9762.812500,335
D5000_C001,f63ca2a170c683f147dce5ac5e49e97ce42a35f3,0.999898,Aucofs QR-R b48-0,Aucofs QR-R b48-0 AB 3,Aucofs QR-R b48-0 AB 3 B Ring,-2982.093750,-743.187500,2538.281250,336
D5000_C001,7ccb44a6d4faec4993f0a2af535a2fbde41b997a,0.999898,Byoi Ais AA-A f17,Byoi Ais AA-A f17 2,Byoi Ais AA-A f17 2 B Ring,1317.687500,1506.875000,15757.750000,337
D5000_C001,17b63f2074dc4959896ed6619aff2bf869d768d4,0.999897,Myriesly LM-L d8-4345,Myriesly LM-L d8-4345 3,Myriesly LM-L d8-4345 3 C Ring,-135.031250,554.812500,25275.312500,338
D5000_C001,ee84c8bf9c56b3331dff1702abdb4360db60b767,0.999896,Hypio Pri DE-E d13-2620,Hypio Pri DE-E d13-2620 5,Hypio Pri DE-E d13-2620 5 C Ring,196.437500,-26.781250,25656.937500,339
D5000_C001,fce7e846f1fa43dcf0ab431b50609e5407de35ff,0.999895,Prua Dryoae QV-Y c16-7,Prua Dryoae QV-Y c16-7 4,Prua Dryoae QV-Y c16-7 4 A Ring,1943.781250,-320.156250,941.812500,340
D5000_C001,0178ae128eda0c350700eb81875fc8ad24eeb25c,0.999893,Blae Eork WD-F c2,Blae Eork WD-F c2 A 3,Blae Eork WD-F c2 A 3 C Ring,8579.656250,-198.500000,1506.750000,341
D5000_C001,ab1cf2aac3d1ac0ca9710cb7ecd9edc8f404e90c,0.999892,Blue Phraa JH-V f2-231,Blue Phraa JH-V f2-231 2,Blue Phraa JH-V f2-231 2 C Ring,-9117.937500,-1603.875000,15399.718750,342
D5000_C001,0f9a3f6c059b83241bb01ffcdef3d1c526e2dc51,0.999892,Swoilz AG-U c4-0,Swoilz AG-U c4-0 AB 7,Swoilz AG-U c4-0 AB 7 A Ring,417.968750,-659.000000,451.000000,343
D5000_C001,896a86fc0e36dcab8ecb690a8a749a84a825590c,0.999892,Foijie CL-Y g472,Foijie CL-Y g472 2,Foijie CL-Y g472 2 A Ring,-2499.687500,-1557.843750,33392.406250,344
D5000_C001,2bbcf59e0a015369bc15384a337951eeb7083584,0.999891,Bleae Aewsy GV-X d1-11,Bleae Aewsy GV-X d1-11 5,Bleae Aewsy GV-X d1-11 5 B Ring,-306.343750,599.218750,11923.062500,345
D5000_C001,572c9162916763d734e61553c591fe5aacbf1f66,0.999891,Dryio Flyuae AA-A h478,Dryio Flyuae AA-A h478 1,Dryio Flyuae AA-A h478 1 B Ring,-8667.437500,-71.843750,18782.125000,346
D5000_C001,5dc4f1dd2bfd5e3cb9953af553ddf7df5ad5cdcc,0.999890,Eorld Blao JB-U c4-33,Eorld Blao JB-U c4-33 5,Eorld Blao JB-U c4-33 5 B Ring,9675.781250,-701.500000,27303.812500,347
D5000_C001,b10e3358f7ab1680883e8acd813aad17cb1b906f,0.999889,Cieso CA-A f240,Cieso CA-A f240 3,Cieso CA-A f240 3 B Ring,-1831.718750,1318.906250,34952.812500,348
D5000_C001,63b56281ace3f459ca389fb047435981622607ff,0.999889,Eok Blou AA-A h261,Eok Blou AA-A h261 1,Eok Blou AA-A h261 1 B Ring,-2234.093750,-433.250000,27343.375000,349
D5000_C001,7b1db83b46e84a3082400b71e674adde0d49ffcb,0.999889,Phua Aub NM-W e1-150,Phua Aub NM-W e1-150 1,Phua Aub NM-W e1-150 1 C Ring,-421.031250,133.375000,26261.812500,350
D5000_C001,53622bd4bbfd0ec22df187d9f5ec10724afe4184,0.999888,Prungea YD-D b14-1,Prungea YD-D b14-1 AB 2,Prungea YD-D b14-1 AB 2 B Ring,12776.843750,358.812500,8196.312500,351
D5000_C001,facabb44e160a8c3c0a69d2ab81e4ae3c3cd6166,0.999888,Scheau Blao NS-U f2-1133,Scheau Blao NS-U f2-1133 1,Scheau Blao NS-U f2-1133 1 C Ring,4253.781250,-1020.062500,33354.781250,352
D5000_C001,25e3fdec0e6dc0eb7e3c81c04319fc12c1fc0fc1,0.999888,Whuedeou BI-I c26-0,Whuedeou BI-I c26-0 4,Whuedeou BI-I c26-0 4 B Ring,2538.406250,-1379.531250,59.718750,353
D5000_C001,b40c09f477e4235cce344916586b276b23d9f4bf,0.999886,Brairaae OS-U f2-330,Brairaae OS-U f2-330 2,Brairaae OS-U f2-330 2 B Ring,-3259.093750,-1123.750000,31971.375000,354
D5000_C001,d10d62ce7bef910c95303cd0062e448e7f20a9a4,0.999886,Myeade XK-Z c1,Myeade XK-Z c1 AB 10,Myeade XK-Z c1 AB 10 B Ring,-65.656250,247.625000,-7424.187500,355
D5000_C001,3ec98629be4a84ffcab62bf0c9d72a5a400475e8,0.999886,Eorm Briae CH-U e3-6755,Eorm Briae CH-U e3-6755 1,Eorm Briae CH-U e3-6755 1 A Ring,-1279.062500,1124.031250,30335.187500,356
D5000_C001,3e0516f1b6a2cff6b05b203edc8d31a5352f4942,0.999885,Eol Prou NF-Y c1-204,Eol Prou NF-Y c1-204 ABC 1,Eol Prou NF-Y c1-204 ABC 1 C Ring,-9372.156250,-922.218750,19502.937500,357
D5000_C001,469ba78599cc2d065377bc8b48a6331252bd3fd9,0.999884,Chraisooe JD-X c3-1,Chraisooe JD-X c3-1 5,Chraisooe JD-X c3-1 5 C Ring,-8579.031250,-1703.000000,31096.125000,358
D5000_C001,334a561d7f56e5a897978deb9e48929e9f948f1e,0.999884,Greou Hypoe CY-B c29-0,Greou Hypoe CY-B c29-0 3,Greou Hypoe CY-B c29-0 3 C Ring,-16784.812500,-1619.250000,14257.500000,359
D5000_C001,d98ff9177de714a0d2dcbd9cf6dc6d2bd3292ce8,0.999884,Phaa Ain HI-Y c28-8,Phaa Ain HI-Y c28-8 3,Phaa Ain HI-Y c28-8 3 A Ring,-4258.281250,178.343750,-3662.812500,360
D5000_C001,cd0b566c50897b3fe2200007cb4eb47e8f27a444,0.999884,Sifi FD-A d14-9,Sifi FD-A d14-9 2,Sifi FD-A d14-9 2 C Ring,-2329.968750,220.406250,1431.218750,361
D5000_C001,fa86af555483ca6d6bebec88d329d04a0bfa9a11,0.999883,Pho Aoscs FG-Y g14,Pho Aoscs FG-Y g14 1,Pho Aoscs FG-Y g14 1 C Ring,-3101.437500,2643.375000,24044.812500,362
D5000_C001,102c0559dc66935ffd914e0b9092367a2492c529,0.999883,Grea Hypoo QQ-Y c16-86,Grea Hypoo QQ-Y c16-86 ABCD 2,Grea Hypoo QQ-Y c16-86 ABCD 2 C Ring,-9628.343750,-363.375000,13768.843750,363
D5000_C001,bf04b8c241684966c4ee3b487c3e44b0e799302f,0.999883,Prua Phio VN-B c16-59,Prua Phio VN-B c16-59 16,Prua Phio VN-B c16-59 16 C Ring,1693.843750,-144.531250,11167.843750,364
D5000_C001,71ddf77bc70f4613bd8873fc2b6d638ce8c57ace,0.999882,Juenae CE-C c2-987,Juenae CE-C c2-987 3,Juenae CE-C c2-987 3 B Ring,35.343750,-89.218750,25927.562500,365
D5000_C001,172c11684631f93d37d5212515aa1a7747468a2a,0.999882,Hypiae Ausms LG-Y e1688,Hypiae Ausms LG-Y e1688 A 1,Hypiae Ausms LG-Y e1688 A 1 B Ring,-7750.937500,1310.906250,24759.375000,366
D5000_C001,0495b39763b857c94f0daea0d277fb36f58e5963,0.999882,Phipaa ZJ-Z e9877,Phipaa ZJ-Z e9877 2,Phipaa ZJ-Z e9877 2 A Ring,2484.781250,1025.218750,27306.187500,367
D5000_C001,4859ce0865f9f93144c5d00aa26396bca795e9e5,0.999882,Eol Prou QE-Q e5-3682,Eol Prou QE-Q e5-3682 4,Eol Prou QE-Q e5-3682 4 B Ring,-10203.781250,-631.218750,20463.218750,368
D5000_C001,ce66958be08921ef66d655f1600fb59a53a2fcb6,0.999880,Swoidai GC-S d5-32,Swoidai GC-S d5-32 B 9,Swoidai GC-S d5-32 B 9 A Ring,5932.437500,-111.687500,722.625000,369
D5000_C001,86fa9ae71edeaa6ed9352972f145b0199efc3d6c,0.999880,Pyramoe FS-R d5-109,Pyramoe FS-R d5-109 AB 5,Pyramoe FS-R d5-109 AB 5 B Ring,-885.562500,-334.562500,5825.031250,370
D5000_C001,fae9e3e6ee98e38e20139b0b75cf3741d73eaa7c,0.999880,Boeph GH-L d8-342,Boeph GH-L d8-342 B 7,Boeph GH-L d8-342 B 7 C Ring,-8316.218750,-756.187500,16356.687500,371
D5000_C001,ab2aff5019b6cca5b3c3e2ef069d1019e320cdb0,0.999879,Phua Aub BQ-N c20-489,Phua Aub BQ-N c20-489 6,Phua Aub BQ-N c20-489 6 A Ring,-496.406250,55.437500,26729.531250,372
D5000_C001,a86e26300842ef54ea7b256920af9c1aa92b5382,0.999878,Cyoagia KD-A d1-30,Cyoagia KD-A d1-30 10,Cyoagia KD-A d1-30 10 C Ring,-37.468750,-500.687500,41307.000000,373
